product_id,product_name,product_category,subcategory,brand_name,price,available_stock,rating,is_active,launch_date,discount_eligible,avg_shipping_cost,product_weight_kg
P1249,Portable Speaker,electronics,mobile,UrbanEdge,495.76,243,3.6,yes,2024-11-15,no,19.0,1.71
P1250,Smartphone,electronics,laptop,UrbanEdge,164.3,100,3.08,yes,2023-12-02,yes,24.97,1.16
P1251,Organic Oats,groceries,snacks,PixelHaus,17.83,675,1.5,yes,2023-08-14,no,8.87,2.95
P1252,Noise Cancelling Headphones,electronics,mobile,Natura,324.79,543,4.15,yes,2023-01-20,no,12.28,1.55
P1253,Decorative Vase,home_decor,furniture,Natura,170.04,531,3.56,yes,2024-04-06,yes,2.69,3.8
P1254,Decorative Vase,home_decor,storage,Natura,78.17,436,3.16,yes,2024-01-14,yes,8.41,4.52
P1255,Lego Set,toys,educational,GlowCo,54.45,522,4.33,yes,2023-02-02,yes,20.96,1.42
P1256,Organic Oats,groceries,household,Optima,21.38,784,3.0,yes,2025-01-20,no,19.99,2.83
P1257,Formal Shoes,fashion,footwear,Acme,26.44,642,3.03,yes,2024-11-12,no,17.18,0.83
P1258,Moisturizer,beauty,haircare,Acme,48.36,722,1.1,yes,2024-10-05,no,2.92,0.25
P1259,Decorative Vase,home_decor,furniture,GlowCo,62.71,310,2.36,yes,2023-10-26,no,24.02,3.31
P1260,Leather Jacket,fashion,men_shirts,UrbanEdge,119.72,802,2.09,yes,2024-10-02,no,3.81,0.93
P1261,Wireless Mouse,electronics,audio,UrbanEdge,300.17,67,4.05,yes,2023-10-17,yes,5.54,2.1
P1262,Smartphone,electronics,laptop,GlowCo,315.52,254,3.05,yes,2024-09-12,yes,21.31,0.69
P1263,Noise Cancelling Headphones,electronics,mobile,Acme,220.37,379,3.21,yes,2024-08-24,yes,18.05,0.85
P1264,LED Desk Lamp,home_decor,lighting,UrbanEdge,198.99,341,1.75,yes,2024-02-11,yes,23.84,3.04
P1265,Decorative Vase,home_decor,furniture,Natura,190.96,500,3.32,yes,2024-07-19,yes,16.47,4.29
P1266,Moisturizer,beauty,skincare,GlowCo,18.9,388,2.0,yes,2024-02-14,no,24.59,0.24
P1267,Shampoo Pack,beauty,makeup,UrbanEdge,67.64,136,4.82,yes,2024-11-01,no,5.8,0.35
P1268,Formal Shoes,fashion,footwear,Zenith,50.04,921,3.73,yes,2024-07-29,yes,20.96,0.96
P1269,Lipstick Set,beauty,makeup,Zenith,24.87,848,1.66,yes,2024-07-20,no,23.38,0.8
P1270,Leather Jacket,fashion,footwear,Natura,28.8,346,1.56,yes,2023-12-31,yes,0.03,0.93
P1271,Fruit Juice,groceries,beverages,Verve,47.81,91,3.53,no,2024-05-12,yes,0.5,0.9
P1272,Wall Art Frame,home_decor,storage,Optima,33.38,785,4.84,yes,2024-07-08,no,6.36,3.12
P1273,Wooden Bookshelf,home_decor,furniture,PixelHaus,198.84,711,3.77,yes,2023-04-30,yes,20.39,4.51
P1274,Casual Dress,fashion,men_shirts,Natura,95.99,216,2.33,yes,2023-07-28,no,15.92,0.73
P1275,LED Desk Lamp,home_decor,lighting,UrbanEdge,64.56,214,3.79,yes,2024-05-14,no,14.38,1.45
P1276,Moisturizer,beauty,haircare,Optima,32.99,896,4.08,yes,2024-01-19,no,21.46,0.81
P1277,Wooden Bookshelf,home_decor,storage,Verve,159.66,964,2.9,yes,2023-07-20,no,13.87,4.72
P1278,Rubik's Cube,toys,educational,Acme,70.34,482,4.06,yes,2023-05-31,no,13.44,1.29
P1279,Moisturizer,beauty,makeup,Zenith,29.0,719,2.93,yes,2025-02-27,yes,22.51,0.77
P1280,Decorative Vase,home_decor,storage,Optima,125.65,999,3.46,yes,2025-01-09,yes,12.48,3.17
P1281,Wooden Bookshelf,home_decor,lighting,Optima,126.1,472,2.59,no,2024-05-01,no,7.91,1.41
P1282,Wireless Mouse,electronics,audio,Zenith,140.9,687,1.38,yes,2023-06-12,no,19.79,2.92
P1283,Wireless Mouse,electronics,laptop,Verve,271.46,602,4.07,yes,2023-12-20,no,22.13,1.87
P1284,Storage Rack,home_decor,lighting,UrbanEdge,199.79,343,3.74,yes,2024-06-25,no,3.84,4.3
P1285,Hair Oil,beauty,skincare,Nova,11.39,349,2.23,yes,2023-12-14,yes,4.11,0.82
P1286,Organic Oats,groceries,household,PixelHaus,19.66,475,3.68,yes,2024-12-23,yes,0.38,0.68
P1287,Wireless Mouse,electronics,mobile,Zenith,475.34,126,3.37,yes,2024-02-23,no,16.08,1.17
P1288,Portable Speaker,electronics,laptop,PixelHaus,330.03,451,2.7,yes,2023-03-24,yes,15.32,2.83
P1289,Dish Soap,groceries,household,PixelHaus,49.85,952,4.54,yes,2024-12-15,yes,5.9,1.54
P1290,Face Serum,beauty,haircare,Zenith,47.19,27,4.16,yes,2024-11-11,yes,9.45,0.19
P1291,Dish Soap,groceries,beverages,Optima,15.48,257,2.51,yes,2025-02-11,no,18.24,0.73
P1292,Portable Speaker,electronics,camera,Verve,116.41,104,3.15,yes,2024-11-08,no,7.39,0.75
P1293,Bluetooth Earbuds,electronics,laptop,PixelHaus,104.74,407,1.56,yes,2023-04-11,yes,12.49,1.65
P1294,Formal Shoes,fashion,women_dresses,Verve,52.31,446,3.91,yes,2023-09-24,no,12.61,0.71
P1295,Cotton Shirt,fashion,footwear,Zenith,125.62,239,1.68,yes,2023-02-04,yes,21.44,0.65
P1296,Smartphone,electronics,audio,Nova,410.01,137,2.84,yes,2024-11-27,yes,22.59,0.7
P1297,Rubik's Cube,toys,action_figures,Nova,71.15,138,3.01,yes,2023-03-31,no,11.54,1.52
P1298,LED Desk Lamp,home_decor,lighting,UrbanEdge,128.59,467,3.22,yes,2024-06-23,yes,7.79,4.24
P1299,Organic Oats,groceries,household,PixelHaus,16.59,48,1.56,yes,2025-01-10,yes,1.91,2.31
P1300,Lego Set,toys,puzzles,UrbanEdge,10.72,872,2.11,no,2023-08-18,yes,17.06,1.14
P1301,Board Game,toys,puzzles,PixelHaus,33.57,828,2.32,yes,2023-04-10,yes,11.87,0.35
P1302,Leather Jacket,fashion,men_shirts,Zenith,112.9,993,1.23,no,2024-07-04,no,17.07,0.94
P1303,Dish Soap,groceries,beverages,Zenith,8.71,430,3.5,yes,2023-04-12,yes,0.53,2.4
P1304,Portable Speaker,electronics,camera,UrbanEdge,486.59,240,4.99,yes,2024-03-04,no,17.04,1.62
P1305,Dish Soap,groceries,beverages,Zenith,10.04,199,3.15,yes,2024-01-27,yes,8.52,2.55
P1306,Board Game,toys,action_figures,Verve,92.37,451,4.15,yes,2023-02-12,no,17.26,0.88
P1307,Rubik's Cube,toys,educational,Optima,51.4,883,2.36,yes,2025-02-01,yes,6.89,0.5
P1308,Organic Oats,groceries,beverages,PlaySphere,4.31,350,3.14,yes,2024-10-31,no,19.29,1.83
P1309,Stuffed Animal,toys,action_figures,Nova,21.92,922,1.23,yes,2023-07-27,yes,24.54,0.43
P1310,Stuffed Animal,toys,puzzles,PixelHaus,66.42,105,2.7,yes,2024-09-07,no,16.86,1.74
P1311,Portable Speaker,electronics,laptop,Nova,414.99,603,2.81,yes,2023-12-01,no,19.22,0.79
P1312,Decorative Vase,home_decor,storage,PlaySphere,111.39,327,1.11,yes,2024-12-03,yes,17.42,2.49
P1313,Bluetooth Earbuds,electronics,mobile,PlaySphere,221.57,675,2.78,yes,2024-04-26,no,17.0,2.05
P1314,LED Desk Lamp,home_decor,lighting,Zenith,120.11,482,2.44,no,2024-04-18,no,20.96,4.84
P1315,Formal Shoes,fashion,men_shirts,Zenith,93.72,834,1.5,yes,2024-05-28,yes,13.82,0.21
P1316,Rubik's Cube,toys,puzzles,Zenith,84.69,948,3.62,yes,2023-12-28,no,8.4,1.89
P1317,Formal Shoes,fashion,men_shirts,Natura,30.14,711,3.6,yes,2025-02-28,no,14.38,0.43
P1318,Board Game,toys,educational,Acme,49.65,309,2.44,yes,2024-09-24,no,2.83,1.18
P1319,Action Figure,toys,action_figures,GlowCo,16.09,75,2.26,yes,2023-08-13,no,5.94,1.22
P1320,Hair Oil,beauty,haircare,Optima,54.14,365,2.99,yes,2024-05-03,no,10.9,0.54
P1321,Hair Oil,beauty,haircare,PixelHaus,19.48,991,2.7,yes,2023-01-11,yes,17.15,0.78
P1322,Bluetooth Earbuds,electronics,camera,Acme,162.86,456,3.57,yes,2023-03-24,yes,16.89,2.51
P1323,Action Figure,toys,action_figures,Zenith,46.39,959,2.32,yes,2024-07-10,yes,6.66,1.16
P1324,Shampoo Pack,beauty,makeup,Acme,53.52,136,4.11,yes,2023-07-05,yes,22.85,0.52
P1325,Wall Art Frame,home_decor,lighting,PlaySphere,171.9,794,4.94,yes,2023-04-21,yes,12.87,4.65
P1326,Decorative Vase,home_decor,furniture,UrbanEdge,122.5,862,2.41,yes,2023-04-09,no,0.01,3.57
P1327,Hair Oil,beauty,skincare,Optima,57.61,643,2.52,yes,2024-10-04,yes,12.14,0.22
P1328,Lego Set,toys,puzzles,Natura,44.19,888,2.78,yes,2023-09-08,no,12.67,1.0
P1329,Wall Art Frame,home_decor,storage,UrbanEdge,190.48,477,4.73,yes,2023-10-30,yes,9.07,1.04
P1330,Smartphone,electronics,camera,PixelHaus,290.61,250,2.11,yes,2024-01-22,yes,6.19,1.7
P1331,Bluetooth Earbuds,electronics,audio,Zenith,156.68,156,4.92,no,2023-10-06,yes,7.85,2.63
P1332,Portable Speaker,electronics,laptop,Nova,497.23,665,1.8,yes,2023-10-09,yes,22.82,0.92
P1333,Action Figure,toys,action_figures,Natura,59.21,885,3.33,yes,2023-02-15,no,2.29,1.29
P1334,Wooden Bookshelf,home_decor,storage,GlowCo,64.17,900,1.7,yes,2025-02-07,yes,11.08,1.16
P1335,Energy Drink,groceries,snacks,UrbanEdge,44.84,95,4.35,yes,2023-07-05,no,14.32,2.99
P1336,LED Desk Lamp,home_decor,furniture,Verve,190.61,335,3.73,yes,2024-05-30,yes,10.19,4.66
P1337,Portable Speaker,electronics,audio,Natura,169.58,161,2.12,yes,2023-05-19,yes,2.34,1.41
P1338,Action Figure,toys,action_figures,Nova,43.83,332,1.45,yes,2023-05-27,yes,10.27,0.8
P1339,Noise Cancelling Headphones,electronics,camera,PlaySphere,194.18,227,2.88,yes,2024-09-18,yes,11.84,2.13
P1340,Bluetooth Earbuds,electronics,camera,Optima,300.86,81,4.04,yes,2024-08-24,no,11.71,0.55
P1341,Cotton Shirt,fashion,men_shirts,PlaySphere,105.77,571,3.22,yes,2024-09-25,no,8.7,0.96
P1342,LED Desk Lamp,home_decor,furniture,Verve,103.47,819,3.15,yes,2024-08-15,yes,6.99,1.26
P1343,Shampoo Pack,beauty,haircare,Optima,16.0,910,2.5,no,2025-01-06,no,14.01,0.75
P1344,Casual Dress,fashion,women_dresses,GlowCo,33.37,289,1.78,yes,2023-08-04,no,13.25,0.25
P1345,Formal Shoes,fashion,footwear,GlowCo,134.42,390,2.37,yes,2024-06-17,no,2.31,0.8
P1346,Action Figure,toys,action_figures,GlowCo,10.36,594,3.69,yes,2023-10-12,no,17.81,0.83
P1347,Wall Art Frame,home_decor,lighting,GlowCo,74.64,192,1.82,yes,2023-05-29,yes,23.78,1.39
P1348,Decorative Vase,home_decor,storage,Nova,126.59,130,2.05,yes,2024-04-28,no,15.0,4.89
P1349,Leather Jacket,fashion,footwear,UrbanEdge,50.04,514,2.81,no,2024-07-05,no,2.55,0.97
P1350,Stuffed Animal,toys,puzzles,PlaySphere,41.55,773,2.72,yes,2023-10-03,no,18.15,1.63
P1351,Stuffed Animal,toys,action_figures,PlaySphere,94.46,574,1.5,yes,2024-10-30,yes,24.72,0.25
P1352,Instant Coffee,groceries,snacks,PlaySphere,41.18,669,2.14,yes,2024-01-27,no,18.75,2.3
P1353,Storage Rack,home_decor,storage,Acme,57.31,834,3.04,yes,2025-02-15,no,18.07,4.36
P1354,Wall Art Frame,home_decor,lighting,Zenith,153.19,416,3.98,yes,2023-05-21,no,14.47,1.86
P1355,Noise Cancelling Headphones,electronics,mobile,GlowCo,428.62,215,3.17,yes,2023-10-14,no,23.56,1.18
P1356,Lego Set,toys,action_figures,PlaySphere,45.37,332,3.98,yes,2024-02-09,no,17.21,0.89
P1357,Lego Set,toys,puzzles,PixelHaus,20.52,904,4.31,yes,2024-09-15,yes,3.11,1.97
P1358,LED Desk Lamp,home_decor,furniture,Zenith,54.31,679,1.54,yes,2023-11-08,yes,23.57,4.15
P1359,Stuffed Animal,toys,puzzles,GlowCo,64.76,249,1.6,yes,2023-12-19,yes,16.09,1.18
P1360,Noise Cancelling Headphones,electronics,camera,Natura,414.69,164,1.81,yes,2024-06-29,no,24.19,2.71
P1361,Lipstick Set,beauty,skincare,PlaySphere,61.42,204,4.07,yes,2023-05-07,no,8.7,0.86
P1362,Formal Shoes,fashion,men_shirts,Optima,77.06,35,3.93,yes,2024-06-11,no,0.65,0.41
P1363,Bluetooth Earbuds,electronics,laptop,Verve,320.24,123,1.11,yes,2024-12-02,no,4.44,0.88
P1364,Portable Speaker,electronics,mobile,PixelHaus,423.27,484,3.39,no,2023-05-27,yes,6.37,2.48
P1365,Wall Art Frame,home_decor,lighting,Acme,117.59,926,3.5,yes,2024-02-05,yes,17.22,1.55
P1366,Action Figure,toys,puzzles,Verve,39.88,248,3.82,yes,2023-02-01,no,19.92,0.21
P1367,Cotton Shirt,fashion,men_shirts,Acme,104.7,334,3.21,yes,2023-04-05,no,19.22,0.48
P1368,Denim Jeans,fashion,women_dresses,GlowCo,130.28,118,1.97,yes,2023-04-02,no,6.11,0.49
P1369,Instant Coffee,groceries,snacks,GlowCo,49.58,878,2.43,yes,2024-08-02,no,19.98,0.59
P1370,Hair Oil,beauty,skincare,UrbanEdge,55.45,784,2.88,yes,2023-05-29,no,10.31,0.15
P1371,Hair Oil,beauty,haircare,GlowCo,70.12,944,1.26,yes,2023-09-19,no,5.99,0.61
P1372,Casual Dress,fashion,footwear,Nova,48.09,282,3.7,yes,2023-01-03,no,17.61,0.82
P1373,Formal Shoes,fashion,men_shirts,GlowCo,143.46,638,4.48,yes,2023-01-20,yes,20.97,0.56
P1374,Cotton Shirt,fashion,men_shirts,Acme,58.95,981,2.68,yes,2023-01-08,yes,20.6,0.82
P1375,Denim Jeans,fashion,footwear,Acme,144.0,606,4.4,yes,2024-05-22,no,8.2,0.44
P1376,Portable Speaker,electronics,mobile,UrbanEdge,206.69,930,1.81,yes,2024-08-20,yes,1.87,2.81
P1377,Casual Dress,fashion,footwear,Verve,104.74,960,2.99,yes,2024-04-20,no,21.33,0.66
P1378,Smartphone,electronics,mobile,GlowCo,433.1,195,1.35,yes,2023-02-12,yes,12.66,2.24
P1379,Energy Drink,groceries,household,Nova,5.1,864,4.31,yes,2024-08-05,no,10.93,0.89
P1380,Casual Dress,fashion,footwear,GlowCo,128.29,879,1.46,yes,2023-04-18,no,11.82,0.84
P1381,Denim Jeans,fashion,footwear,PixelHaus,41.43,43,3.58,yes,2023-09-25,no,13.83,0.76
P1382,Cotton Shirt,fashion,footwear,Zenith,51.89,708,3.49,no,2023-10-20,yes,14.73,0.78
P1383,Board Game,toys,puzzles,UrbanEdge,76.21,15,2.27,yes,2025-02-12,no,16.43,1.35
P1384,Leather Jacket,fashion,men_shirts,Zenith,142.76,45,1.01,yes,2023-10-10,no,4.64,0.85
P1385,Moisturizer,beauty,skincare,Acme,13.02,285,4.1,no,2023-12-06,yes,22.75,0.75
P1386,Wireless Mouse,electronics,mobile,Verve,369.09,657,2.76,yes,2024-06-20,yes,15.33,2.03
P1387,Wooden Bookshelf,home_decor,storage,Optima,30.5,465,4.58,yes,2023-05-31,yes,10.68,2.05
P1388,Smartphone,electronics,mobile,Nova,465.52,291,3.89,no,2023-08-29,yes,21.6,0.55
P1389,Stuffed Animal,toys,action_figures,Optima,82.35,763,1.7,yes,2024-08-04,yes,20.98,1.03
P1390,Cotton Shirt,fashion,women_dresses,Optima,123.85,798,3.4,yes,2023-10-02,no,12.13,0.25
P1391,Lego Set,toys,action_figures,Natura,75.4,449,2.02,no,2024-11-15,no,0.85,1.89
P1392,LED Desk Lamp,home_decor,furniture,Natura,44.3,341,4.79,yes,2023-10-03,no,21.62,4.4
P1393,Rubik's Cube,toys,action_figures,Natura,79.54,924,1.95,yes,2025-02-27,no,17.16,0.41
P1394,Wireless Mouse,electronics,camera,Verve,485.17,53,3.17,yes,2023-08-20,no,17.57,0.87
P1395,LED Desk Lamp,home_decor,storage,Zenith,110.43,983,4.17,yes,2024-11-22,no,4.62,2.72
P1396,Stuffed Animal,toys,action_figures,UrbanEdge,39.99,192,1.26,yes,2023-02-17,yes,4.67,1.41
P1397,Rubik's Cube,toys,action_figures,GlowCo,66.52,322,3.76,yes,2023-03-02,no,18.89,0.61
P1398,Portable Speaker,electronics,audio,PlaySphere,117.82,678,3.49,yes,2023-07-06,no,7.07,0.62
P1399,Shampoo Pack,beauty,makeup,Acme,65.17,561,4.63,yes,2024-04-29,yes,9.3,0.88
P1400,Board Game,toys,action_figures,Nova,10.03,866,2.31,yes,2024-03-28,no,9.21,0.95
P1401,Moisturizer,beauty,skincare,Acme,27.52,95,3.76,yes,2023-06-17,yes,19.82,0.99
P1402,Rubik's Cube,toys,action_figures,PixelHaus,43.07,909,1.75,no,2024-06-26,no,15.31,0.61
P1403,Casual Dress,fashion,footwear,Verve,92.59,809,3.99,yes,2023-10-08,yes,9.03,0.42
P1404,Instant Coffee,groceries,household,UrbanEdge,18.73,151,4.91,yes,2023-09-18,yes,10.85,1.95
P1405,Storage Rack,home_decor,storage,Natura,88.56,944,3.81,yes,2023-06-04,no,3.22,4.25
P1406,Organic Oats,groceries,snacks,Optima,14.65,540,1.53,yes,2025-02-12,no,22.63,0.55
P1407,Decorative Vase,home_decor,storage,Optima,93.78,767,4.86,yes,2023-10-28,no,20.89,3.87
P1408,Fruit Juice,groceries,beverages,PixelHaus,20.53,520,3.5,yes,2023-08-30,no,0.71,2.28
P1409,Rubik's Cube,toys,puzzles,Optima,62.75,160,2.24,yes,2024-06-08,no,4.33,1.38
P1410,Casual Dress,fashion,footwear,Zenith,32.69,260,4.8,yes,2024-12-07,yes,15.97,0.82
P1411,Moisturizer,beauty,skincare,Optima,30.1,553,2.87,yes,2024-08-27,yes,15.47,0.98
P1412,Wireless Mouse,electronics,audio,Zenith,204.45,576,2.08,yes,2024-11-26,yes,24.05,1.04
P1413,Casual Dress,fashion,men_shirts,UrbanEdge,108.74,375,4.78,yes,2023-06-30,yes,7.42,0.58
P1414,Lipstick Set,beauty,haircare,PixelHaus,36.37,620,2.71,yes,2023-04-12,yes,3.96,0.75
P1415,Wall Art Frame,home_decor,lighting,Acme,96.19,774,2.74,yes,2024-06-09,yes,10.9,4.96
P1416,Organic Oats,groceries,beverages,PixelHaus,6.35,236,3.85,yes,2024-01-18,yes,11.2,1.81
P1417,Stuffed Animal,toys,puzzles,Zenith,74.8,420,4.58,yes,2024-07-22,no,19.75,0.59
P1418,Decorative Vase,home_decor,storage,Nova,60.9,834,4.3,yes,2023-08-08,yes,18.85,3.69
P1419,Casual Dress,fashion,men_shirts,UrbanEdge,76.64,450,3.36,yes,2024-01-07,no,1.98,0.29
P1420,Organic Oats,groceries,snacks,GlowCo,7.1,783,3.25,yes,2025-02-01,no,9.06,2.41
P1421,Board Game,toys,action_figures,Zenith,23.65,988,3.22,yes,2023-10-20,yes,9.44,1.85
P1422,Smartphone,electronics,camera,Acme,237.79,702,3.77,yes,2024-09-20,yes,24.95,1.57
P1423,Moisturizer,beauty,makeup,Natura,51.14,281,1.96,yes,2023-03-06,no,6.66,0.78
P1424,Formal Shoes,fashion,footwear,Zenith,144.19,951,4.21,yes,2024-07-10,no,9.01,0.9
P1425,Smartphone,electronics,audio,PlaySphere,291.7,523,2.35,yes,2023-04-02,no,0.69,1.27
P1426,Wooden Bookshelf,home_decor,lighting,Natura,143.74,815,2.8,yes,2025-01-16,no,4.5,4.3
P1427,Wooden Bookshelf,home_decor,furniture,Zenith,131.78,185,3.99,yes,2023-06-03,no,24.89,1.96
P1428,Organic Oats,groceries,household,Natura,11.26,709,1.04,yes,2023-05-22,no,22.74,1.18
P1429,Leather Jacket,fashion,footwear,Acme,30.74,618,3.28,yes,2024-05-12,yes,19.98,0.45
P1430,Rubik's Cube,toys,action_figures,PlaySphere,52.45,867,1.58,yes,2024-09-04,no,0.4,1.0
P1431,Organic Oats,groceries,beverages,Optima,29.56,108,3.9,yes,2023-11-09,no,24.56,1.57
P1432,Storage Rack,home_decor,furniture,Zenith,176.53,670,1.73,yes,2024-03-14,yes,6.62,1.62
P1433,LED Desk Lamp,home_decor,furniture,Zenith,92.83,188,2.86,yes,2024-05-12,yes,11.21,1.69
P1434,Organic Oats,groceries,beverages,Optima,38.57,614,2.44,yes,2023-07-30,no,15.86,1.28
P1435,Board Game,toys,action_figures,Optima,56.32,510,2.36,yes,2024-11-26,no,13.62,1.69
P1436,Leather Jacket,fashion,footwear,Nova,131.95,272,3.27,yes,2023-11-04,yes,1.46,0.36
P1437,Cotton Shirt,fashion,women_dresses,UrbanEdge,116.22,370,1.65,yes,2024-03-31,yes,10.5,0.63
P1438,Board Game,toys,educational,GlowCo,70.74,432,1.06,yes,2024-10-24,no,1.15,1.28
P1439,Formal Shoes,fashion,men_shirts,UrbanEdge,73.99,124,2.36,yes,2024-09-19,no,18.76,0.45
P1440,Stuffed Animal,toys,educational,Nova,16.11,280,3.77,yes,2024-11-06,yes,8.86,0.71
P1441,Stuffed Animal,toys,puzzles,GlowCo,91.77,547,1.82,yes,2024-08-08,no,23.57,0.52
P1442,Moisturizer,beauty,makeup,Nova,63.98,660,1.04,yes,2023-05-08,yes,22.63,0.88
P1443,Formal Shoes,fashion,women_dresses,Zenith,140.79,780,4.24,yes,2025-01-31,yes,4.39,0.68
P1444,LED Desk Lamp,home_decor,furniture,PlaySphere,50.73,37,4.5,yes,2023-02-07,yes,23.44,4.49
P1445,Noise Cancelling Headphones,electronics,laptop,Natura,147.01,170,2.44,yes,2025-02-02,no,22.52,1.58
P1446,Moisturizer,beauty,makeup,PlaySphere,56.33,471,2.02,yes,2023-06-12,no,14.67,0.29
P1447,Portable Speaker,electronics,audio,Nova,434.81,808,2.7,yes,2024-05-14,no,8.79,0.73
P1448,LED Desk Lamp,home_decor,lighting,Zenith,55.05,14,3.4,no,2025-01-22,no,18.42,1.87
P1449,Fruit Juice,groceries,household,PixelHaus,48.37,16,4.94,yes,2024-08-26,yes,20.9,1.52
P1450,Hair Oil,beauty,skincare,GlowCo,73.65,807,4.45,yes,2024-04-20,yes,8.15,0.93
P1451,Wooden Bookshelf,home_decor,furniture,GlowCo,170.52,473,4.01,no,2025-02-12,yes,14.28,4.29
P1452,Portable Speaker,electronics,audio,Natura,297.85,564,3.28,yes,2024-03-22,no,7.63,1.76
P1453,Face Serum,beauty,makeup,Acme,67.56,788,1.67,yes,2023-03-27,yes,2.84,0.52
P1454,Noise Cancelling Headphones,electronics,audio,Verve,468.55,185,2.72,yes,2023-03-06,yes,23.6,2.36
P1455,Board Game,toys,educational,Acme,33.33,682,3.31,yes,2023-10-20,yes,8.05,0.36
P1456,Denim Jeans,fashion,footwear,PixelHaus,146.18,166,4.07,yes,2023-05-19,yes,5.79,0.62
P1457,Rubik's Cube,toys,puzzles,Acme,47.6,405,3.59,yes,2024-04-22,no,6.93,0.78
P1458,Wooden Bookshelf,home_decor,storage,Nova,188.08,879,3.17,yes,2023-09-27,yes,17.24,3.01
P1459,Bluetooth Earbuds,electronics,laptop,GlowCo,330.85,988,1.07,yes,2024-05-02,no,1.2,2.84
P1460,Face Serum,beauty,haircare,Optima,17.25,946,1.74,yes,2023-03-16,yes,18.38,0.94
P1461,Wall Art Frame,home_decor,storage,UrbanEdge,129.21,978,1.56,yes,2023-02-13,yes,7.97,2.06
P1462,Board Game,toys,puzzles,Nova,26.23,954,4.03,yes,2023-03-15,yes,0.04,0.97
P1463,Wooden Bookshelf,home_decor,storage,Zenith,135.15,533,3.76,yes,2024-04-15,no,17.62,2.86
P1464,Fruit Juice,groceries,household,PixelHaus,32.14,499,1.29,yes,2024-08-20,yes,8.25,2.67
P1465,Stuffed Animal,toys,educational,Zenith,88.49,746,4.62,yes,2023-10-20,yes,4.83,1.6
P1466,Bluetooth Earbuds,electronics,mobile,GlowCo,447.44,12,4.18,yes,2024-06-30,yes,4.89,1.83
P1467,Cotton Shirt,fashion,footwear,PixelHaus,129.9,26,2.35,yes,2023-03-23,no,9.82,0.77
P1468,Bluetooth Earbuds,electronics,audio,UrbanEdge,291.32,845,3.32,yes,2024-11-04,no,6.03,1.34
P1469,Instant Coffee,groceries,beverages,UrbanEdge,27.23,898,1.15,yes,2025-02-28,yes,21.72,1.02
P1470,Stuffed Animal,toys,puzzles,GlowCo,30.86,801,1.82,yes,2023-10-04,yes,2.46,0.84
P1471,LED Desk Lamp,home_decor,storage,Nova,97.4,530,2.43,yes,2024-07-30,yes,13.17,4.85
P1472,Smartphone,electronics,audio,Optima,475.32,413,4.94,yes,2023-03-11,yes,4.12,2.17
P1473,Lego Set,toys,action_figures,Nova,20.53,60,3.1,yes,2023-11-30,yes,17.52,1.36
P1474,Shampoo Pack,beauty,skincare,Natura,51.43,788,2.13,yes,2023-06-03,no,10.25,0.11
P1475,Denim Jeans,fashion,footwear,Zenith,55.64,121,4.89,yes,2024-12-11,no,18.1,0.36
P1476,Decorative Vase,home_decor,storage,Verve,176.37,730,4.74,yes,2023-10-16,yes,17.05,4.53
P1477,Shampoo Pack,beauty,haircare,Optima,68.21,466,1.25,yes,2023-12-11,yes,4.06,0.18
P1478,Energy Drink,groceries,snacks,Natura,13.98,393,3.0,yes,2024-05-12,no,16.21,1.83
P1479,Storage Rack,home_decor,storage,Optima,104.6,865,3.78,yes,2023-04-24,no,16.73,2.29
P1480,Rubik's Cube,toys,puzzles,Zenith,92.81,565,1.63,yes,2023-11-13,no,24.8,0.42
P1481,Casual Dress,fashion,footwear,Verve,131.76,462,4.48,no,2025-02-08,no,10.6,0.8
P1482,Wall Art Frame,home_decor,furniture,PixelHaus,63.86,950,4.0,yes,2023-11-18,yes,6.8,3.28
P1483,Noise Cancelling Headphones,electronics,laptop,Nova,315.43,60,4.67,yes,2023-01-25,yes,20.26,1.26
P1484,Rubik's Cube,toys,puzzles,Zenith,91.65,597,3.47,no,2023-03-12,yes,9.61,1.47
P1485,Board Game,toys,puzzles,UrbanEdge,90.72,992,1.04,yes,2024-08-15,no,1.09,1.89
P1486,Instant Coffee,groceries,snacks,Optima,46.99,925,3.36,yes,2023-11-17,yes,1.13,2.51
P1487,Noise Cancelling Headphones,electronics,mobile,UrbanEdge,137.45,846,2.06,yes,2023-06-30,no,11.24,0.65
P1488,Cotton Shirt,fashion,footwear,Natura,98.88,716,1.08,yes,2024-03-27,yes,14.53,0.84
P1489,Storage Rack,home_decor,storage,Verve,52.44,780,1.11,yes,2023-01-08,yes,4.09,2.28
P1490,Energy Drink,groceries,household,Verve,23.83,941,4.22,yes,2024-01-09,no,15.55,2.71
P1491,Wall Art Frame,home_decor,storage,UrbanEdge,194.73,843,3.26,no,2024-05-28,no,3.39,3.83
P1492,Storage Rack,home_decor,furniture,Zenith,127.87,133,3.03,yes,2023-10-03,no,8.88,2.16
P1493,Portable Speaker,electronics,camera,Verve,122.96,412,2.02,yes,2024-08-28,yes,16.59,2.41
P1494,Action Figure,toys,action_figures,GlowCo,58.61,618,3.95,yes,2023-12-21,yes,6.81,1.22
P1495,Energy Drink,groceries,snacks,UrbanEdge,26.26,502,1.05,yes,2024-07-31,yes,11.79,2.75
P1496,Wall Art Frame,home_decor,furniture,GlowCo,174.11,247,4.72,yes,2024-09-16,yes,4.61,4.39
